unique_Investor
"""Kedaraa Capital"
Low Carbon Enterprise Fund
Lumina Datamatics
Lumis Partners
Luxasia Group
M & S partners
M George Oommen
M&S Partners
M&Y Partners
MAPE Advisory Group
MASSIF
MCube Capital Advisors Pvt Ltd
MCube8
MDI Ventures   Telkom Indonesia
MEMG CDC
MEMG Family Office
MGV
MJ Aravind
MMY co-Founder
MS Dhoni
MadhanKumar Madathupalayam
Madhukar Gangadi
Madhusudan E
Madhusudhan Jujare
Madhusudhan Kannan
Mahalingam K
Mahavir Pratap Sharma
Mahavir Sharma
Mahendra Doshi
Mahendra Patel
Mahesh Kothurkar
Mahesh Murthy
Mahesh Parasuraman
Mahesh Pratapneni
Maheshwar Peri
Maheshwari Investments Pvt Ltd
Mahindra   Mahindra and Infuse Ventures
Mahindra Holidays   Resorts India Ltd
Mahindra Partners
Mahindra Univeg
Mahindra and Mahindra Financial Services
Maiden Lane Ventures
MakeMyTrip
MakeMyTrip Innovation Fund
MakeMyTrip Limited
Malini Patel
Malvinder and Shivinder Singh
Mamoru Taniya
Man Capital LLP
Man Capital
Mandar Mhatre
Mandeep Singh
Mandhian family
Mangrove Capital Partners
Mangroves Capital Partners
Manickam Mahalingam
Maninder Gulati
Manipal Education and Medical Group (MEMG)
Manipal Education and Medical Group
Manipal Global Education Services
Manipal Group
Manish Amin
Manish Dhingra
Manish Dugar
Manish Gandhi
Manish Gupta
Manish Kheterpal
Manish Maheshwari
Manish Poddar
Manish Prasad
Manish Shah
Manish Singhal
Manish Vij
Manisha Gupta
Manoj Kumar
Manoj Varghese
Manpreet Singh
Mantra Ventures
Manvinder Singh Banga
Mape Advisory Group
Mape Advisory
Maple Capital Advisors
MapmyIndia
March Capital
March Capital Partners
Marico Innovation Foundation (MIF)
Mariwala family
Mark Mobius
MasterCard
Mathew Cyriac
Mato Peric
Matrix PArtners
Matrix Partner
Matrix Partners
Matrix Partners India
Matrix Partners India and Zodius Capital
Matt Glickman
Matt Mullenweg
Maverick Capital
Maverick Capital Ltd and HBM Healthcare Investments Ltd
Maverick Capital Ventures
Max Levchin
Max Ventures and Industries
Mayank Bhangdia
Mayank Mittal
Mayank Shah
Mayank Singhal
Mayfield
Mayfield Capital
Mayfield Fund
Mayfield India
Mayfield India II Management Ltd
Mayfield Ventures
Mayur Abhaya
Medi Assist
MediAssist
MediaTek
MediaTek Inc.
Meet Kanodia
Meher Roy
Mehul Shah
Mekin Maheshwar
Mekin Maheshwari
Menterra Social Impact Fund
Menterra Venture   Artha Initiatives
MeraEvents.
Mercury Fund
MeritTrac
Meritech Capital Partners
Meru Capital
Metaform Ventures
Michael & Susan Dell Foundation
Michael   Susan Dell Foundation
Michael Blakey
Michael Carlos
Michael Herzig
Michael Marks
Michael Patrick Hickey
Michael and Susan Dell Foundation
Micro venture capital firm GEMS Partners
Micromax
Micromax Informatics
Micromax Informatics Ltd
Microsoft
Microsoft Ventures
Mike Galgon
Mike Shah
Milestone
Milind Chaudhary
Milind Sarwate
Milliways Ventures
Mirah Hospitality
Mistletoe
Mitali Pawar
Miten Mehta
Mitesh Majithia
Mitesh Shah
Mitin Patel
Mitsui & Co.
Mitsui
MoMagic Technologies
Mobikon
Mohammed Bin Abdul Rehman Al Khalifa
Mohammed Khan
Mohan Alexander
Mohan Kumar
Mohan Tanksale
Mohandas Pai
Mohit Agarwal
Mohit Goel
Mohit Gulati
Mohit Gupta
Mohit Joshi
Mohit Lalvani
Mohit Satyan
Mohit Satyanand
Mohit Saxena
Mohit Sharma
Mohit Srivastav
Mohr Davidow Ventures
Moksh Sports Ventures
Montane Ventures
Morgan Stanley Private Equity Asia
Morgan Stanley
Mount Nathan Advisors
Mount Nathan Advisors Pte Ltd
Mountain Pain Capital
Mountain Pine Capital
Mousse Partners
Mr. Manoj Prasad
Mr. Praveen Someshwar
Mr. Sudhir & Ms. Shalini Sethi
Mridul Upreti
Mudit Saxena
Mukesh Bansal
Mukesh Kumar Gupta
Mukul Singhal
Multiples Alternate Asset Management
Multipoint Capital
Mumbai Angels
Munesh Khanna
Munish Jauhar
Murali Nair
Murugappa Group
Mustafa Patni
Mustafa Wajid
Myntra) and Mitesh Shah (finance chief
Myntra/LivSpace Founders
N Squared Management LLC
N.S. Raghavan Centre for Entrepreneurial Learning
NB Ventures
NB Ventures and Others
NEA
NEA Ventures
NGP
NPTK
NR Narayana Murthy.
NSI Infinium Global Pvt. Ltd
NTT Finance
NY based Hedge Fund
Nagaraja Prakasam
Nagendra Chaudhary
Nagendra Prasad Bhanuprakash
Nahata Family
Nalin Jain
Naman Sarawagi
Namrata Kaul
Nanadan Nilekani
Nandan Nilekani
Nandan Nilekanis NRJN Trust
Nandkumar Rane
Nandu Nandkishore
NanoHoldings
Narayan Ramachandran
Narayan Seshadri
Narendra Karnavat
Naresh Ravindranath
Narottam Thudi
Nasper
Naspers
Natarajan Iyer
National Science and Technology Entrepreneurship Development Board
Native Angels Network
Naturals Salon Chain
Naveen Arya
Naveen Gupta
Naveen Tewari
Naveen Tiwari
Naver
Navjot Saini
Navneet Education and Mahavir Agency
Naya Ventures
Nazara Games
Nazara Technologies
Nazara Technologies Pvt Ltd
Nederlandse Financierings-Maatschappij voor Ontwikkelingslanden N.V.
Neelesh Bhatnagar
Neeraj Aggarwal
Neeraj Arora
Neeraj Goenka
Neeraj Jawalkar
Neha Vats
Nelstone Ventures
Neoplux
Neoplux Technology Fund
Neoteric Infomatique Limited
Ness Wadia
Net1 UEPS Technologies Inc
Network 18
New Atlantic Ventures
New Enterprise Associates
New Enterprise Associates (NEA)
New India Investment Corporation
Newbie Promoter Pvt Ltd
Newbie Promoters
Newfort Capital
Next Orbit Ventures Fund
Nexus
Nexus India Capital Advisors
Nexus Venture Partners
Nexus Venture Partners and Arena Ventures
Nexus Venture Partners and Blume Ventures
Nexus Ventures
Nexus venture Partners
Nibhrant Shah
Nick Adams
Nick Haulkoury
Nicolas Braithwaite
Nihon Kotsu
Nihon Kotsu Co
Nikhil Arora
Nikhil Bagri
Nikhil G and Bhavesh P
Nikhil Golcha
Nikhil Vora
Nikunj Jain
Nikunj Jhaveri
Nilender Chauhan
Nilesh Shah
Niloufer Dundh
Nimit Panigrahi
Nimitt Desai
Nimmagadda Prasad
Ninestarter
Nipun Dureja
Niraj Singh
Nirav Choksi
Nirmal Singh
Nirupa Shankar
Nirvana Digital India Fund
Nirvana Digital Investment Holding
Nirvana Digital Investment Holding Co Ltd
Nirvana Venture Advisors
Nirvana Ventures Advisors
Nisha Sharma
Nishant Rao
Nishit Sharma
Nitesh Pant
Nitin Agarwal
Nitin Bagmane
Nitin Garg
Nitin Passi
Nitin Saluja
Nitin Singhal
Nitish Singh
Nobel House
Nokia Growth Partners
North Base Media
Northern R Capital
Norwest Venture Partners
Noshir Kaka
Notion Capital
Now Capital
Nspira
Nyca Partners and Thomvest Ventures
ONCOTRUST and Medintel Services Pvt. Ltd
OPPO
Oikocredit
Ojas Ventures
Ola
Oliphabs Capital
Oliphans Capital
Om Chaudhry
Oman India Joint Investment Fund
Omidiyar Network
Omidyar Network
Omidyar Network and Accion Venture Labs
Omidyar Network and Kae Capital
Omidyar Network and Kaizen Private Equity also participated in the round
Omidyar Network and Shunwei Capital
Omidyar Network.
Omidyar Networks
Omnivore
Omnivore Capital
Omnivore Partners
Omphalos Ventures India LLP
One97 Communications
Ontario Teachers Pension Plan
"Ontario Teachers'"""
Oranda Global
OrbiMed
Orchid India
Orient BlackSwan
Orios Venture Partner
Orios Venture Partners
Orios Venture Partners and the IAN Fund
Orios Venture Partners.
Orios Ventures Partners
Oswal Techno Ventures LLP
Others
Others from LetsVenture
Outbox Ventures
P.V SIndhu
P39 Capital
PBS Srinivas
PK Gulati
PNC
PS1 Venture
PV Sahad
PV Srinivasan
Pablo van den Bosch
Palaash Ventures
Palash Jain
Pallab Chatterjee
Pallav Nadhani
Pallav Pandey
Palred Technologies Ltd
Pameela P
Pankaj Chopra
Pankaj Gupta
Pankaj Kapoor
Pankaj Rungta
Pankaj Tripathi
Paragon Partners
Paragon Trust
Parampara Capital
Parampara Early Stage Opportunities Fund
Paras Arora
Parekh Marine Transport
Parikshit Dar
Parmeshwar Sharma
Partech Ventures
Parth Jindal
Parvesh Bareja
Patni Family Office
Patni family office and Axis Capital.
Paul Bucche
Paul Roy
Paula Ravindra Mariwala
Pavan Bakeri
Pavan Ongole
Pawan Borle
Pawan Munjal
PayU
Payal Syal
Paytm
Pearl Brook Holdings
Pearson Learning Fund
Peepul Capital
Peesh Venture Capital
People Group
Perceptive Advisors
Peter Kabel
Peyush Bansal
Phanindra Sama
Philippe Bouchet
Pi Ventures
Pidilite Industries director Ajay Parekh
Pine Brook
Pine Labs Pte Ltd
Ping An Global Voyager Fund
Pioneering Ventures
PitchRight Venture
Pittie Group
Pix Vine Capital
Piyush Jain
Piyush Shah
Plug and Play Tech Center
Polaris Fund
Poshika Financial Ecosystem
Powai Lake Ventures
Powerhouse Ventures
Powerhouse Ventures (USA).
Prabhakar MR
Prabhat Aggarwal
Pradeep Dhobale
Pradeep Guha
Pradeep K Jaisingh
Pradeep Mirani
Pradeep Reddy Kamasan
Pradip Dadha Group
Pradyumna Dalmia
Prahlad Rao
Prakhar Bumb
Pramod Bhasin
Pramod Jain
Pranav Dedhia
Pranav Pai
Pranay Adhvaryu
Pranay Chulet
Pranay Jivrajka
Prantik Dasgupta
Prashant Gooty
Prashant Gupta
Prashant Jaiswal
Prashant Malik
Prashant Mehta
Prashant Puri
Prashant Tandon
Prashanth Ranganathan
Prasid Uno Family Trust
Prathithi Investment Trust
Pratik Seal
Pratik Singhi
Pratithi Investment Trust
Pratyush Prasanna
Praveen Dubey
Praveen Saini
Praveen Sinha
Praveer Kumar
Pravega Ventures
Pravega Ventures and Beenext
Pravin Agarwala
Pravin Dongre
Pravin Gandhi
Pravin Khandelwal
Premji Invest
Premji Invest   Mayfield Fund
PremjiInvest
Presidio Ventures
Prijit Debnath
Prime Capital Markets Ltd
Prime Venture Partners
Prime Venture Partners.
Priti Padhy
Private Sector Banks
Procam International Pvt. Ltd
Prof. Ram Kumar Kakani
Professor Tarun Khanna
Promatus Group
Prototyze
Pulkit Jain
Pullela Gopichand
Puneet Agarwal
Puneet Bhatia
Puneet Dalmia
Puneet Gupta
Puneet Gupta and Pradeep K Jaisingh
Puneet Motihar
Punit Goyal
Punit Soni
Purnima Khandelwal
PurpleTalk Inc
Puru Vashishtha
Purvi Capital
Purvi Ventures
Puthen & Cole
QPrize from Qualcomm Ventures
Qasar Younis
Qatar Investment Authority
Qiming Venture Partners
Quadria Capital Advisors
Quake Capital
Qualcomm
Qualcomm Venture
Qualcomm Ventures
Qualgro
Qualgro.
Quarizon
Quarizon Consultancy Services LLP
Quikr
Quilvest
Quintillion Media
Quona Capital
Quona Capital Management
Quotient
R Balachandar
R M Picture Company Pvt. Ltd.
R Natarajan
R Ramaraj
R Ranganathan
R. Jayakumar
R. Natarajan
R. Satya Narayanan
R.S Sharma
RAAY Global Investments
RB International
RB Investments
RB Investments & existing investors
RB Investments PTE Ltd
RB investments
RN Agarwal
RNT Capital
RPG Enterprises
RPS Ventures
RS Shanbag
RSI Fund
RTP-HC
RVCF and SIDBI
RWE
Radhakrishan Damani and Rakesh Jhunjhunwala
Radhakrishnan Natarajan
Raghav Bahl
Raghu Khanna
Raghu Vohra
Raghunandan G
Rahul Agarwal
Rahul Agarwalla
Rahul Chawla
Rahul Dev Kumar
Rahul Garg
Rahul Gautam
Rahul Gupta
Rahul Kayan
Rahul Khanna
Rahul Kirloskar
Rahul Maroli
Rahul Mehta
Rahul Singh
Rainbow Digital Services Pvt. Ltd
Rainforest Ventures
Rainmaker Ventures
Rainmatter
Rairah Corporation
Raj Gala Shah
Raj Singh Bhandal
Raj Y
Rajan Anandan
Rajan Anandan from Google
Rajan Pandhare
Rajasthan Angel Innovators Network
Rajasthan Angel Investor Network
Rajasthan Venture Capital Fund
Rajat Gupta
Rajat Jain
Rajat Malhotra
Rajeev Agrawal
Rajeev Ahuja
Rajeev Arora and Ram Ramsundar.
Rajeev Menon
Rajeev Mudumba
Rajeev Saraf
Rajendra Gogri
Rajesh Aggarwal
Rajesh Arora
Rajesh Balpande
Rajesh Bhatia
Rajesh K Murthy
Rajesh Magow
Rajesh Mahajan
Rajesh Ramaiah
Rajesh Ranavat
Rajesh Sawheny
Rajesh Sawhney
Rajesh Yabaji
Rajesh Yohanan and Rahul Garg
Rajesh Yohannan
Rajiv C Mody
Rajiv Lunkad
Rajiv Mehta
Rajiv Mody
Rajiv Nayan
Rajiv Solanki
Rajnish Kumar
Rajnish Sinha
Raju Reddy
Rajul Garg
Rajul Garg & Other undisclosed investors
Rajul Jain
Rakesh Agrawal
Rakesh Desai
Rakesh Gakhar
Rakesh Gupta
Rakesh Jhunjhunwala
Rakesh Malhotra
Rakesh Mathur
Rakesh Patel
Rakesh and Rajesh Jhunjhunwala
Raksul
Ralph Berezan
Ram Kumar Kakani
Ram Shriram
Rama Krishna Reddy
Ramakant Sharma
Raman Roy
Ramana Thumu
Ramasubramaniam B
Ramesh Jogani
Ramesh kavediya
Ramkumar Nishtal
Ranjan Mahtani
Ranjan Pai
Ranjan Sharma
Ranjit Singh
Rannvijay Singh
Rannvijay Singha
Rashmi Daga (founder
Rata Tata
Ratan Tata
Ratheesh Raveendran
Rattan Chadha
Raveen Sastry (co-founder
Ravi Adusumalli
Ravi Agarwal
Ravi Bhardwaj
Ravi Garikipati
Ravi Garkipati
Ravi Gururaj
Ravi Iyer
Ravi Jain
Ravi Jaipuria
Ravi Krishnamurthy
Ravi Linganuri
Ravi Machani
Ravi Nigam
Ravi Sampat
Ravi Saxena
Ravi Trivedi
Ravi Viswanathan
Ravikanth Reddy
Real Time Ventures
Real Time Ventures.
Rebright Partners
Recruit Holdings
Redbright Partners
Redcliffe Capital
Reema Kagati
Reliance Capital Venture
Reliance Capital
Reliance Corporate Advisory Services Ltd
Reliance Entertainment
Renaud Laplanche
Renuka Ramanath
ResponsAbility
Rhea Vazirani
Rianta Capital
Ribbit Capital
Ribbit Capital and Omidyar Network
Richard S. Braddock
Riddhesh Gandhi
Riju Gupta
Rimpal Chawla
RippleWave
Riqueza Capital
Risabh Gupta
Rise India
Rishi Das
Rishi Gupta
Rishi Khiani
Rishi Mandawat
Rishi Parti
Rishi Srivastava
Rishi Vasudev
Rising Stars
Ritesh Dwivedy
Ritesh Malik
Ritesh Mehta
Ritesh Veera
Ritesh Vohra
Ritu Kapur
Rivergate Capital
Riverwood Capital
Rob Chandra
Robert Winters
Robin Utthappa
Rocket Internet
Rocket Internet AG
Rocketship
Rockstart Accelerator
Rohan Agila
Rohan Ajila
Rohan Angrish
Rohan Desai and Paras Patel
Rohan Malhotra
Rohit
Rohit Bansal
Rohit Bhatia
Rohit Chanana
Rohit Chokhani
Rohit Choudhary
Rohit Goel
Rohit Jain
Rohit MA
Rohit Narang
Rohit Sethi
Rohitash Gupta
Rohto Pharmaceutical
Romulus Capital
Ronnie Screwvala
Roopa Nath
Roopak Saluja
Roopak Taneja
Rosy Blue Securities
Rothenberg Ventures
RoundGlass Partners LLC
RoundGlass Partners
Roy Kwan
Ru-Net
Ru-Net Technology Partners
RuNet
RuNet South Asia
RuNet and Sofina
Ruchi Narain
Ruchi Sanghvi
Ruchir Arora
Ruchirans Jaipuria
Rudy Gopalakrishnan
Rugmini Menon
Ruizheng Investment
Russell M Byrne
Russian venture capital fund Ru-Net
S Chand
S Chand Group
S Chand and Co Pvt Ltd
S Gopal
S S Mukherji
S Somasegar
S. Somasegar
S. Xavier Britto
S.D. Shibulal
S.Gopalakrishnan
S7 Group
SAIF Partners
SAIF partners
SAP
SAP.iO
SAR Group
SB Ventures
SBI
SBI-FMO Fund
SC GG India Mobility Holdings LLC
SCM Holdings
SD Group
SD Ventures
SEEK Ltd
SEGNEL Ventures
SF Capital Group
SF Capital Investments LP
SIDBI Venture Capital
SIDBI Venture Capital Fund
SIDBI Venture Capital Limited
SIDBI Venture Capital Ltd
SIDBI
SIMI Pacific Pte
SP Vijay
SQue Capital
SRI Capital
SSCBS Innovation
SVG Media
SVP Fly Dubai
Saama Capital
Saama Capital and DSG Consumer Partners
Saama Capital and Sequoia
Saama Capital.
Saavn
Sabre Partners
Sabre Partners and Neoplux
Sachin Arora
Sachin Bansal
Sachin Bansal & Binny Bansal
Sachin Bhatia
Sachin Dalal
Sachin Khandelwal
Sachin Tendulkar
Sachin and Binny Bansal
Sad Business School Seed Fund.
Saha Fund
Saha fund Partners
Sahil Barua
Saif Partners
Sailender Solanki
Saina Nehwal
Saket Dhankar
Saket Kumar
Salesforce Ventures
Salil Donde
Samar Singla
Sameer Gupta
Sameer Koticha
Sameer Narayan
Samih Toukan and Hussam Khoury
Samir Bangara
Samir Shah
Samridhi Fund
Samsung and China-based CITIC Capital
Sandeep Acharya
Sandeep Aggarwal
Sandeep Dama
Sandeep Gupta
Sandeep Mathur
Sandeep Pangal
Sandeep Parwal
Sandeep Raju
Sandeep Seerapu
Sandeep Shroff
Sandeep Singh
Sandeep Tandon
Sandesh Kirkire
Sandiep Shrivatsava
Sands Capital
Sands Capital and Accels
Sands Capital and International Finance Corporation
Sandway Investment Ltd
Sangram Singh
Sanjai Vohra
Sanjay Anandaram
Sanjay Bakshi
Sanjay Bhasin
Sanjay Mehta
Sanjay Nath
Sanjay Nayar
Sanjay Notani
Sanjay Phophaliya
Sanjay Sathe
Sanjay Sethi
Sanjay Shenoy
Sanjay Singh
Sanjay Venkat
Sanjay Verma
Sanjeev Kakkar
Sanjeev Kapoor
Sanjeev Mehra
Sanjeev Singhal
Sanjeev Sinha
Sanjiv Mittal
Sanjiv Rai
Sanjiv Rangrass
Sarath Sura
Sarbvir Singh
Sargod Ventures
Sarthak and Nihit Agarwal
Sarva Capital
Sarvesh Shahra
Sarvesh Sharma
Sashi Reddi
Sashi Reddy
Sateesh Andara
Sathguru Catalyzer Advisors
Satish Jamdar
Satish Kaul
Satish Khanna and Taparia family office.
Satish Reddy
Satish Vasudeva
Satoshi Studios
Sattva Capital
Satveer Thakral
Satya D Sinha
Satya Muthyala
Satyajit Heeralal
Satyen Kothari
Sauce.vc
Saumya Tandon
Saurab Paruthi
Saurabh Abichandani
Saurabh Arora
Saurabh Jain
Saurabh Srivastava
Scadea Solutions Inc
Scale Minds
Scale Ventures Funds
Scale Ventures
Scott Banister
Sean OSullivan
SeedPlus
Seedfund
Segnel Venture
Senovo
Sequoia
Sequoia & Matrix Partners
Sequoia Advisors
Sequoia Global Equities
Sequoia and Jerry Yang
Sequoia and Kalaari Capital.
Sequoia and Omidyar Network
Sequoia and Temasek Holdings
Sequoia.
Shaan
Shailesh Haribhakti
Shailesh Mehta
Shailesh Rao
Shailesh Singh
Shailesh Viswanathan
Shamik Sharma
Shankar Mahadevan
Shantanu Mathur
Shanti Mohan
Shapoorji Pallonji & Co. Ltd.
Sharad Hegde
Sharad Sharma
Sharad Sharma & 14
Shardul Amarchand Mangaldas
Shashank Bhagat
Shashank Mehrotra
Shekhar Sahu
Shell Foundation
Sherpa Capital
Sherpalo Ventures
Shikhar Gupta
Shilpa Shetty Kundra
Shinhan Bank and TS Investment
Shinji Kimura
Shireesh Palle
Shiva Ashok
Shiva Gunapu
Shivanandan Pare
Shivani Singh
Shobhit Shukla
Shomil Pant
Shopclues
Shorooq Investments
Shrem Strategies
Shreyans Shah
Shrikant Patil
Shrikanth & Bharath
Shripad Nadkarni
Shrishti Sahu
Shruth & Smith Group
Shubham Gupta
Shuchin Bajaj
Shun Yoshida
Shunwei Capital
Shyam Sundar R
Siddharth Agarwal
Siddharth Banerjee
Siddharth Kothari
Siddharth Nautiyal
Siddharth Pai
Siddharth Parekh
Siddharth Patil
Siddhartha Gupta
Siddhivinayak Skyscrapers
Sidharth Pansari
Sidharth Rao
Sidharth Rozario
Sidhartha Hazarika
Sierra Ventures
Signal Point Partners
Silicon Valley Bank
Silicon Valley Ventures
Silo Holdings and Al Nour
Silver Range Investments
Simile Ventures
SingTels Innov8
Singapore
Singapore Angel Network
Singapore Angel Network & Aseem Vadehra
Singapore Angel Network.
Singapore Angels Network
Singapore based investor
Singtel
Singularity Holdings
Singularity Ventures
Singularity Ventures and Ravi Dhariwal
Sirion Labs
Sistema Asia Fund
Sistema JSFC and Tanncam Investment
Sixth Sense
Sixth Sense Ventures
Skycatcher Fund
Small Industries Development Bank of India
Smart Start Fund; Kunal Shah
Smile Group
Smile Multimedia
Snapdeal
Snehal Mantri
Snow Leopard
Snow Leopard Technology Ventures
Snow Leopard Ventures
Social Alpha
Social Alpha and  unnamed angel investors
Social Capital
Social+Capital
Sofina
Sofina s.a.
SoftBank Corp
SoftBank Group Corp
SoftBank Group
SoftBank Ventures Korea
SoftBank Vision Fund   Info Edge
SoftBank Vision Fund
Softbank
Softbank Group
Softbank Vision Fund
Sohail Hashemi
Soham Vencaps
Sol Primero
Solidarity Venture Capital
Soma Capital
Somerset Indus Capital Ventures
Songhyun Investment
Soniks Consulting
Sonu Bhasin
Sophia Investment ApS
Soumitra Sharma
Sourav Ganguly
Space Matrix
Sparknext
Speciale Invest
Speridian Technologies
Spiral Ventures
Splice Advisors
Spring Canter Investment Ltd.
Springboard Ventures
Sprout Angels LLP
Sprout Angels
Sprout Capital
Sprout Venture Partners
Sreenivasa Reddy Musani
Sreepathy Viswanathan
Sreeram Iyer
Sreevathsa Prabhakar
Srinath Batni
Srini Koppolu & SIDBI
Srini Raju
Srinivas Aluri
Srinivas Modukury
Srinivas Tirupati
Srinivasa Rao Paturi
Stanford Angels
Stanford Angels & Entrepreneurs
Star India Pvt Ltd
Star India Pvt. Ltd
Start Media.
StartUp Equity Partners
Startup Brasil program
Startup Buddy
Startup Oasis
StartupXseed Ventures
Startupxseed Ventures LLP
State Street Global Advisors
Steadview Capital
Steadview Capital and Vy Capital.
Steadview Capital and existing investors
Steelhead Ventures
Stelcore Management Services
Stellaris Venture Partners
Stellaris Venture Partners and Mayur Abhaya Srisrimal
Stellaris Ventures
Steven Lurie
Stevens Creek Ventures
Stripes Group
Subba Rao Telidevara
Subhash Goyal
Subhkam Ventures and Mohit Khadaria
Subho Ray and Samir Kumar
Subodh Gupta
Subramani Somasundaram
Subramanian Ramadorai
Subramanya SV
Subramanya Venkat
Subrata Mitra
SucSEED Venture Partners
Sudhakar Pennam
Sudhakar Reddy
Sudhir Anandarao
Sudhir Mallem
Sudhir Mehta
Sudhir Rao
Suhail Rahman
Sujal Shah
Sujeet Kumar
Sumit Dayal
Sumit Gandhi
Sumit Jain
Summit Media
Sumpoorna Group
Suncoast Investments
Sundar Chanrai
Sundara Rajan
Sundaram Finance Holdings
Sundeep Sahni
Sundeep Singh Sahni
Sunergy Investors
Sunil Edwards
Sunil Goyal Ashish Gupta
Sunil Kalra
Sunil Kant Munjal
Sunil Koul
Sunil Maheshwari
Sunil Mehta
Sunil Munjal
Sunil Nikhar
Sunil Singh
Sunil T V
Sunjay Kapoor and Telama Investment
Sunjay Kapur
Sunrise Capital GmBH
Sunstone Capital
Supera Pte Ltd
Suraj Saharan
Suramya Gupta
Suresh Senapaty
Suresh Shankar
Suresh Vaswani
Suresh Venkat
Surojit Chatterjee
Surot Chatterjee
Susa Ventures
Sushil Kumar
Sushill Jiwarajka
Susquehanna Growth Equity LLC
Susquehanna Growth Equity
Susquehanna International Group. Wavemaker Partners
Sutter Hill Ventures
Suvo Sarkar
Suyash Sharma
Sven Hensen
Swan Angel Network
Swapan Rajdev
Swarnim Multiventures
Swastika Co Ltd.
Swastika Company Ltd
Swastika Company Ltd.
Swastika Company Pvt Ltd
Swastika Investmart Ltd
Swastika
Swati Gupta
Syngenta AG
Syska LED group
T V Mohandas Pai
T.V. Mohandas Pai
TA Associates
TCI Ventures
TCS
TIW Private Equity
TLabs
TM Service Technology Holdings GmbH
TM Service Technology Holdings Gmbh
TNN Capital
TNN Capital & IIG
TO THE NEW Ventures
TPG
TPG Growth
TR Capital
TV Mohandas Pai
TVS Automobile Solutions Ltd
TVS Group
TVS Motor Company
Tandem Capital
Tania Johny Palathinkal
TannCam Investment   Sistema Asia Fund
Tano Capital
Tara India Fund IV
Taranjit Jaswal
Tarun Adlakha
Tarun Arora
Tarun Joshi
Tarun Khandelwal
Tashwinder Singh
Tata Capital Innovation Fund
Tata Groups watch and jewellery retailing firm
Tata Sons
Taurus Value Creation
Taxmann
Teachers Insurance and Annuity Association
Team Builder Ventures
Techstars
Techstars Ventures
Tekne Capital Management LLC
Tekne Capital Management
Tekton Ventures
Telephone Corporation
Temasek
Temasek Holdings
Tenaya Capital
Tencent
Tencent Holdings
Tencent Holdings Ltd
Tennenbaum Capital Partners
TermSheet
Teru Sato
Teruhide Sato
The 1947
The Chennai Angels
The Grover Trust
The HR Fund
The Oliver R. Grace
The Phoenix Fund
The Rise Fund
The Saha Fund
The Syndicate Fund
The Ten Minute Million
ThinQbate
ThirtyThree Investments
Thomas Assessments
Thrive Capital
Tiger Global
Tiger Global and Apoletto Managers.
Tim Chen
Timbru Ventures
Times Group Brand Capital
Times Group
Times Internet
Times Internet Ltd
Times Internet Ltd & One more Fund
Times of India Group
Titan Co Ltd
Tolaram Inc
Tom Clausen
Tom Varkey
Toos N Daruvala
Toppan Printing
Torrent Group
Touchstone Equities
Tracxn
Tracxn Labs
Tracxn Syndicate
TracxnLabs
TransGlobal FZC
Transamerica .
Transamerica
Transmedia Capital
Traxcn Labs
Tree Line Asia
Treebo
Tribe Impact Capital LLP
Trifecta Capital
Trifecta Capital Advisors LLP
Trifecta Capital Advisors
Trinity Ventures
Triodos
Triodos Investment Management
Triton Investment Advisors
True North
Trust Capital
Turning Ideas
Tuscan Ventures
Tushar Mittal
Tushar Singh
Tybourne Capital
UC-RNT
UC-RNT Fund
UC-RNT fund
Uber Technologies Inc
Udaan Angels
Uday Kotak
Uday Punj
Uday Shankar
Udayan Goyal
Umang Kumar
Umang Moondra
Umasankar Nistala
Umesh Yadav
Undisclosed
Undisclosed Dubai based HNIs
Undisclosed Japanese investor
Undisclosed investors
Unicorn India Ventures
Unicorn India Ventures and ISME ACE.
Unicorn Venture
Unicorn Ventures
Unifi AIF
Unigrowth Inc
Unilazer Fund
Unilazer Ventures
Unilazer
Unilever
Unilever Ventures and Blume Ventures
Unilever Ventures
Uniliver Ventures
Uniqorn Ventures Fund
Uniqorn Ventures and
Uniqorn Ventures
Uniqorn ventures
Unitus Impact Livelihoods Fund
Unitus Seed Fund
Unitus Seed FundNarayan Ramachandran
Unitus Ventures
Unknown High Net-Worth Individuals
Unnamed Media house and HNIs
Unnamed investor
Unternehmertum Venture Capital
Upaya Social Ventures
Urrshila Kerkar
Utsav Somani
V Aanand R
V Balakrishnan
V Balakrishnan.
V. Balakrishnan
V. Bunty Bohra
V. Krishna Prasad
VA Sastry
VAMM Ventures
VC Karthic
VC Samsung NEXT
VC firms India Quotient and Kae Capital
VH Capital
Vaibhav Domkundwar
Vaibhav Doshi
Vaibhav Jain
Vaibhav Vohra
Valiant Capital
Valiant Capital Partners
Vallabh Bhanshali
Valpro Capital and existing investors
Value Fund Advisors
Vandana Luthra
Vani Kola
Varaprasad Reddy
Varsha Rao
Varun Agarwal
Varun Aggarwal
Varun Ahuja
Varun Khanna
Varun Khurana
Vectr Ventures
Vedanta Capital
Vegas Tech Fund
Vellayan Subbiah
Venk
Venk Krishna
Venk Krishnan
Venkat Subramanian
Venkat Tadanki
Venkat Vallabhaneni
Venkat Vallabhneni
Venkat Vardhan
Venkatesh Valluri
Venky Harinarayan
Venky Krishnakumar
VenturEast
Venture Catalyst
Venture Catalysts
Venture Highway
Venture Highway and BEENEXT
Venture Nursery
Venture Works
VentureEast
VentureNursery
Ventureast
